2019-03-20 21:41:22;SimpleConsoleBrainFuck;1;457
2019-03-20 21:41:23;SimpleConsoleBrainFuck;2;24
2019-03-20 21:41:24;SimpleConsoleBrainFuck;3;18
2019-03-20 21:41:26;SimpleConsoleBrainFuck;4;18
2019-03-20 21:41:27;SimpleConsoleBrainFuck;5;14
2019-03-20 21:41:28;SimpleConsoleBrainFuck;6;38
2019-03-20 21:41:29;SimpleConsoleBrainFuck;7;14
2019-03-20 21:41:30;SimpleConsoleBrainFuck;8;16
2019-03-20 21:41:31;SimpleConsoleBrainFuck;9;15
2019-03-20 21:41:32;SimpleConsoleBrainFuck;10;14
2019-03-20 21:41:33;SimpleConsoleBrainFuck;11;32
2019-03-20 21:41:34;SimpleConsoleBrainFuck;12;14
2019-03-20 21:41:35;SimpleConsoleBrainFuck;13;14
2019-03-20 21:41:36;SimpleConsoleBrainFuck;14;14
2019-03-20 21:41:37;SimpleConsoleBrainFuck;15;13
2019-03-20 21:41:38;SimpleConsoleBrainFuck;16;15
2019-03-20 21:41:39;SimpleConsoleBrainFuck;17;14
2019-03-20 21:41:40;SimpleConsoleBrainFuck;18;15
2019-03-20 21:41:41;SimpleConsoleBrainFuck;19;14
2019-03-20 21:41:42;SimpleConsoleBrainFuck;20;15
