2019-03-20 21:15:46;SimpleConsoleRuby;1;664
2019-03-20 21:15:47;SimpleConsoleRuby;2;123
2019-03-20 21:15:48;SimpleConsoleRuby;3;120
2019-03-20 21:15:49;SimpleConsoleRuby;4;125
2019-03-20 21:15:51;SimpleConsoleRuby;5;113
2019-03-20 21:15:52;SimpleConsoleRuby;6;120
2019-03-20 21:15:53;SimpleConsoleRuby;7;121
2019-03-20 21:15:54;SimpleConsoleRuby;8;118
2019-03-20 21:15:55;SimpleConsoleRuby;9;118
2019-03-20 21:15:56;SimpleConsoleRuby;10;110
2019-03-20 21:15:57;SimpleConsoleRuby;11;113
2019-03-20 21:15:59;SimpleConsoleRuby;12;109
2019-03-20 21:16:00;SimpleConsoleRuby;13;139
2019-03-20 21:16:01;SimpleConsoleRuby;14;113
2019-03-20 21:16:02;SimpleConsoleRuby;15;118
2019-03-20 21:16:03;SimpleConsoleRuby;16;113
2019-03-20 21:16:04;SimpleConsoleRuby;17;109
2019-03-20 21:16:05;SimpleConsoleRuby;18;109
2019-03-20 21:16:07;SimpleConsoleRuby;19;115
2019-03-20 21:16:08;SimpleConsoleRuby;20;109
