2019-03-20 21:14:16;SimpleConsoleRuby;1;1591
2019-03-20 21:14:18;SimpleConsoleRuby;2;136
2019-03-20 21:14:19;SimpleConsoleRuby;3;150
2019-03-20 21:14:20;SimpleConsoleRuby;4;185
2019-03-20 21:14:21;SimpleConsoleRuby;5;152
2019-03-20 21:14:22;SimpleConsoleRuby;6;251
2019-03-20 21:14:24;SimpleConsoleRuby;7;184
2019-03-20 21:14:25;SimpleConsoleRuby;8;194
2019-03-20 21:14:26;SimpleConsoleRuby;9;206
2019-03-20 21:14:27;SimpleConsoleRuby;10;171
2019-03-20 21:14:29;SimpleConsoleRuby;11;175
2019-03-20 21:14:30;SimpleConsoleRuby;12;131
2019-03-20 21:14:31;SimpleConsoleRuby;13;165
2019-03-20 21:14:32;SimpleConsoleRuby;14;191
2019-03-20 21:14:33;SimpleConsoleRuby;15;193
2019-03-20 21:14:35;SimpleConsoleRuby;16;125
2019-03-20 21:14:36;SimpleConsoleRuby;17;153
2019-03-20 21:14:37;SimpleConsoleRuby;18;222
2019-03-20 21:14:38;SimpleConsoleRuby;19;163
2019-03-20 21:14:39;SimpleConsoleRuby;20;136
