2019-03-20 15:47:21;SimpleConsoleGo;1;686
2019-03-20 15:47:23;SimpleConsoleGo;2;121
2019-03-20 15:47:24;SimpleConsoleGo;3;118
2019-03-20 15:47:25;SimpleConsoleGo;4;124
2019-03-20 15:47:26;SimpleConsoleGo;5;126
2019-03-20 15:47:27;SimpleConsoleGo;6;125
2019-03-20 15:47:28;SimpleConsoleGo;7;117
2019-03-20 15:47:30;SimpleConsoleGo;8;270
2019-03-20 15:47:31;SimpleConsoleGo;9;119
2019-03-20 15:47:32;SimpleConsoleGo;10;119
2019-03-20 15:47:33;SimpleConsoleGo;11;127
2019-03-20 15:47:34;SimpleConsoleGo;12;116
2019-03-20 15:47:36;SimpleConsoleGo;13;116
2019-03-20 15:47:37;SimpleConsoleGo;14;118
2019-03-20 15:47:38;SimpleConsoleGo;15;138
2019-03-20 15:47:39;SimpleConsoleGo;16;114
2019-03-20 15:47:40;SimpleConsoleGo;17;117
2019-03-20 15:47:41;SimpleConsoleGo;18;124
2019-03-20 15:47:42;SimpleConsoleGo;19;119
2019-03-20 15:47:44;SimpleConsoleGo;20;114
