2019-03-20 16:13:17;SimpleConsolePython;1;668
2019-03-20 16:13:19;SimpleConsolePython;2;408
2019-03-20 16:13:20;SimpleConsolePython;3;235
2019-03-20 16:13:21;SimpleConsolePython;4;234
2019-03-20 16:13:23;SimpleConsolePython;5;261
2019-03-20 16:13:24;SimpleConsolePython;6;230
2019-03-20 16:13:25;SimpleConsolePython;7;231
2019-03-20 16:13:27;SimpleConsolePython;8;239
2019-03-20 16:13:28;SimpleConsolePython;9;233
2019-03-20 16:13:29;SimpleConsolePython;10;314
2019-03-20 16:13:30;SimpleConsolePython;11;241
2019-03-20 16:13:32;SimpleConsolePython;12;233
2019-03-20 16:13:33;SimpleConsolePython;13;237
2019-03-20 16:13:34;SimpleConsolePython;14;251
2019-03-20 16:13:35;SimpleConsolePython;15;219
2019-03-20 16:13:37;SimpleConsolePython;16;227
2019-03-20 16:13:38;SimpleConsolePython;17;224
2019-03-20 16:13:39;SimpleConsolePython;18;290
2019-03-20 16:13:41;SimpleConsolePython;19;229
2019-03-20 16:13:42;SimpleConsolePython;20;235
