2019-03-20 21:07:09;SimpleConsoleScala;1;675
2019-03-20 21:07:10;SimpleConsoleScala;2;125
2019-03-20 21:07:11;SimpleConsoleScala;3;117
2019-03-20 21:07:13;SimpleConsoleScala;4;133
2019-03-20 21:07:14;SimpleConsoleScala;5;123
2019-03-20 21:07:15;SimpleConsoleScala;6;178
2019-03-20 21:07:16;SimpleConsoleScala;7;159
2019-03-20 21:07:17;SimpleConsoleScala;8;132
2019-03-20 21:07:19;SimpleConsoleScala;9;123
2019-03-20 21:07:20;SimpleConsoleScala;10;119
2019-03-20 21:07:21;SimpleConsoleScala;11;121
2019-03-20 21:07:22;SimpleConsoleScala;12;122
2019-03-20 21:07:23;SimpleConsoleScala;13;137
2019-03-20 21:07:24;SimpleConsoleScala;14;144
2019-03-20 21:07:26;SimpleConsoleScala;15;116
2019-03-20 21:07:27;SimpleConsoleScala;16;119
2019-03-20 21:07:28;SimpleConsoleScala;17;117
2019-03-20 21:07:29;SimpleConsoleScala;18;142
2019-03-20 21:07:30;SimpleConsoleScala;19;147
2019-03-20 21:07:31;SimpleConsoleScala;20;123
