2019-03-20 16:02:14;SimpleConsoleJS;1;816
2019-03-20 16:02:16;SimpleConsoleJS;2;266
2019-03-20 16:02:17;SimpleConsoleJS;3;268
2019-03-20 16:02:18;SimpleConsoleJS;4;254
2019-03-20 16:02:19;SimpleConsoleJS;5;294
2019-03-20 16:02:21;SimpleConsoleJS;6;242
2019-03-20 16:02:22;SimpleConsoleJS;7;247
2019-03-20 16:02:23;SimpleConsoleJS;8;269
2019-03-20 16:02:25;SimpleConsoleJS;9;283
2019-03-20 16:02:26;SimpleConsoleJS;10;256
2019-03-20 16:02:27;SimpleConsoleJS;11;240
2019-03-20 16:02:28;SimpleConsoleJS;12;258
2019-03-20 16:02:30;SimpleConsoleJS;13;253
2019-03-20 16:02:31;SimpleConsoleJS;14;253
2019-03-20 16:02:32;SimpleConsoleJS;15;239
2019-03-20 16:02:34;SimpleConsoleJS;16;260
2019-03-20 16:02:35;SimpleConsoleJS;17;246
2019-03-20 16:02:36;SimpleConsoleJS;18;336
2019-03-20 16:02:38;SimpleConsoleJS;19;318
2019-03-20 16:02:42;SimpleConsoleJS;20;3253
