2019-03-20 21:34:18;SimpleConsoleErlang;1;784
2019-03-20 21:34:19;SimpleConsoleErlang;2;114
2019-03-20 21:34:20;SimpleConsoleErlang;3;109
2019-03-20 21:34:21;SimpleConsoleErlang;4;126
2019-03-20 21:34:22;SimpleConsoleErlang;5;113
2019-03-20 21:34:23;SimpleConsoleErlang;6;113
2019-03-20 21:34:24;SimpleConsoleErlang;7;118
2019-03-20 21:34:26;SimpleConsoleErlang;8;119
2019-03-20 21:34:27;SimpleConsoleErlang;9;117
2019-03-20 21:34:28;SimpleConsoleErlang;10;110
2019-03-20 21:34:29;SimpleConsoleErlang;11;119
2019-03-20 21:34:30;SimpleConsoleErlang;12;118
2019-03-20 21:34:31;SimpleConsoleErlang;13;111
2019-03-20 21:34:33;SimpleConsoleErlang;14;110
2019-03-20 21:34:34;SimpleConsoleErlang;15;115
2019-03-20 21:34:35;SimpleConsoleErlang;16;120
2019-03-20 21:34:36;SimpleConsoleErlang;17;115
2019-03-20 21:34:37;SimpleConsoleErlang;18;117
2019-03-20 21:34:38;SimpleConsoleErlang;19;115
2019-03-20 21:34:39;SimpleConsoleErlang;20;116
