2019-03-20 10:05:24;SimpleConsole;1;725
2019-03-20 10:05:25;SimpleConsole;2;57
2019-03-20 10:05:26;SimpleConsole;3;36
2019-03-20 10:05:28;SimpleConsole;4;31
2019-03-20 10:05:29;SimpleConsole;5;261
2019-03-20 10:05:30;SimpleConsole;6;31
2019-03-20 10:05:31;SimpleConsole;7;28
2019-03-20 10:05:32;SimpleConsole;8;22
2019-03-20 10:05:33;SimpleConsole;9;50
2019-03-20 10:05:34;SimpleConsole;10;33
2019-03-20 10:05:35;SimpleConsole;11;29
2019-03-20 10:05:36;SimpleConsole;12;37
2019-03-20 10:05:37;SimpleConsole;13;43
2019-03-20 10:05:39;SimpleConsole;14;266
2019-03-20 10:05:40;SimpleConsole;15;38
2019-03-20 10:05:41;SimpleConsole;16;25
2019-03-20 10:05:42;SimpleConsole;17;26
2019-03-20 10:05:43;SimpleConsole;18;35
2019-03-20 10:05:44;SimpleConsole;19;33
2019-03-20 10:05:45;SimpleConsole;20;22
