2019-03-20 21:43:11;SimpleConsoleBrainFuck;1;519
2019-03-20 21:43:12;SimpleConsoleBrainFuck;2;64
2019-03-20 21:43:13;SimpleConsoleBrainFuck;3;67
2019-03-20 21:43:14;SimpleConsoleBrainFuck;4;62
2019-03-20 21:43:16;SimpleConsoleBrainFuck;5;68
2019-03-20 21:43:17;SimpleConsoleBrainFuck;6;68
2019-03-20 21:43:18;SimpleConsoleBrainFuck;7;70
2019-03-20 21:43:19;SimpleConsoleBrainFuck;8;69
2019-03-20 21:43:20;SimpleConsoleBrainFuck;9;96
2019-03-20 21:43:21;SimpleConsoleBrainFuck;10;62
2019-03-20 21:43:22;SimpleConsoleBrainFuck;11;62
2019-03-20 21:43:23;SimpleConsoleBrainFuck;12;67
2019-03-20 21:43:24;SimpleConsoleBrainFuck;13;72
2019-03-20 21:43:26;SimpleConsoleBrainFuck;14;65
2019-03-20 21:43:27;SimpleConsoleBrainFuck;15;60
2019-03-20 21:43:28;SimpleConsoleBrainFuck;16;73
2019-03-20 21:43:29;SimpleConsoleBrainFuck;17;70
2019-03-20 21:43:30;SimpleConsoleBrainFuck;18;64
2019-03-20 21:43:31;SimpleConsoleBrainFuck;19;58
2019-03-20 21:43:32;SimpleConsoleBrainFuck;20;60
