2019-03-20 21:02:05;SimpleConsoleHaskell;1;668
2019-03-20 21:02:06;SimpleConsoleHaskell;2;139
2019-03-20 21:02:07;SimpleConsoleHaskell;3;127
2019-03-20 21:02:08;SimpleConsoleHaskell;4;124
2019-03-20 21:02:09;SimpleConsoleHaskell;5;114
2019-03-20 21:02:11;SimpleConsoleHaskell;6;127
2019-03-20 21:02:12;SimpleConsoleHaskell;7;126
2019-03-20 21:02:13;SimpleConsoleHaskell;8;235
2019-03-20 21:02:14;SimpleConsoleHaskell;9;114
2019-03-20 21:02:15;SimpleConsoleHaskell;10;117
2019-03-20 21:02:16;SimpleConsoleHaskell;11;120
2019-03-20 21:02:18;SimpleConsoleHaskell;12;117
2019-03-20 21:02:19;SimpleConsoleHaskell;13;109
2019-03-20 21:02:20;SimpleConsoleHaskell;14;117
2019-03-20 21:02:21;SimpleConsoleHaskell;15;118
2019-03-20 21:02:22;SimpleConsoleHaskell;16;161
2019-03-20 21:02:23;SimpleConsoleHaskell;17;112
2019-03-20 21:02:24;SimpleConsoleHaskell;18;109
2019-03-20 21:02:26;SimpleConsoleHaskell;19;114
2019-03-20 21:02:27;SimpleConsoleHaskell;20;113
